area, name, level, item type, weapon type, armor position, stats, weapon flags, extra flags, affects, found at
Elven Printing Co, "A tape measure", 10, weapon, flail, none, 3d4 (average 7), none, none, intelligence 1 , equipped by Paddy the Handyman
Elven Printing Co, "leather coveralls", 10, armor, none, legs, 5/4/5/0, none, none, , equipped by Paddy the Handyman
Elven Printing Co, "an ink berry bush", 5, food, none, none, none, none, none, , in room The Courtyards of the Elven Printing Company
The Ghoul Forest, "a small black key", 0, key, none, none, none, none, none, , inventory of a howling lunatic
The Ghoul Forest, "a silver shovel", 16, weapon, mace, none, 3d5 (average 9), two-handed, magic, intelligence -1 , equipped by the stable boy
The Ghoul Forest, "a small gold key", 0, key, none, none, none, none, none, , inventory of the owner of the Blue Perch
The Ghoul Forest, "a stuffed fish", 15, weapon, exotic, none, 2d7 (average 8), none, none, , equipped by the owner of the Blue Perch
The Ghoul Forest, "Blue Perch Special Java", 3, potion, none, none, none, none, none, , inventory of a lanky bartender
The Ghoul Forest, "a fragrant fish biscuit", 0, food, none, none, none, none, none, , inventory of a lanky bartender
The Ghoul Forest, "a delicious fish steak", 0, food, none, none, none, none, none, , inventory of a lanky bartender
The Ghoul Forest, "a bowl of fish soup", 0, food, none, none, none, none, none, , inventory of a lanky bartender
The Ghoul Forest, "a bottle of Blue Perch Lager", 0, drink, none, none, none, none, none, , inventory of a lanky bartender
The Ghoul Forest, "a pint of Blackwood Stout", 0, drink, none, hold, none, none, bless, , inventory of a lanky bartender
The Ghoul Forest, "a fat brass key", 0, key, none, none, none, none, none, , inventory of the mysterious stranger
The Ghoul Forest, "a small brass key", 0, key, none, none, none, none, none, , inventory of a maid
The Ghoul Forest, "a small brass key", 0, key, none, none, none, none, none, , inventory of a maid
The Ghoul Forest, "a pair of old leather pants", 10, armor, none, legs, 5/4/5/0, none, none, , equipped by a ghoul sentry
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a ghoul sentry
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a ghoul sentry
The Ghoul Forest, "a studded leather vest", 14, armor, none, torso, 6/5/6/2, none, magic, , equipped by a hungry ghoul
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a hungry ghoul
The Ghoul Forest, "some black leaves", 12, pill, none, none, none, none, none, , inventory of a hungry ghoul
The Ghoul Forest, "a pair of old leather pants", 10, armor, none, legs, 5/4/5/0, none, none, , equipped by a hungry ghoul
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a hungry ghoul
The Ghoul Forest, "a studded leather vest", 14, armor, none, torso, 6/5/6/2, none, magic, , equipped by a ghoul sentry
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a ghoul sentry
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a ghoul sentry
The Ghoul Forest, "some black leaves", 12, pill, none, none, none, none, none, , inventory of a ghoul sentry
The Ghoul Forest, "a welded broadsword", 26, weapon, sword, none, 2d12 (average 13), none, magic nodrop, hit roll 2 damage roll 3 , equipped by Horus Aggressor
The Ghoul Forest, "a black steel corselet", 25, armor, none, torso, 8/8/8/2, none, magic, hp 10 dexterity 2 , equipped by Horus Aggressor
The Ghoul Forest, "a green and black cape", 18, armor, none, body, 6/6/6/0, none, none, dexterity 2 , equipped by Horus Aggressor
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a hungry ghoul
The Ghoul Forest, "a pair of old leather pants", 10, armor, none, legs, 5/4/5/0, none, none, , equipped by a hungry ghoul
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a hungry ghoul
The Ghoul Forest, "a pair of old leather pants", 10, armor, none, legs, 5/4/5/0, none, none, , equipped by a hungry ghoul
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a ghoul scout
The Ghoul Forest, "an old leather vest", 10, armor, none, torso, 5/4/5/0, none, none, , equipped by a ghoul scout
The Ghoul Forest, "an old leather vest", 10, armor, none, torso, 5/4/5/0, none, none, , inventory of a ghoul scout
The Ghoul Forest, "a rusty broadsword", 11, weapon, sword, none, 2d6 (average 7), none, glow magic, damage roll 1 , equipped by a ghoul scout
The Ghoul Forest, "an old leather vest", 10, armor, none, torso, 5/4/5/0, none, none, , equipped by a ghoul scout
The Ghoul Forest, "a fancy halberd", 15, weapon, polearm, none, 2d7 (average 8), two-handed, glow magic, hit roll -1 damage roll 3 , equipped by a palace guard
The Ghoul Forest, "the palace key", 0, key, none, none, none, none, none, , inventory of a palace guard
The Ghoul Forest, "a fancy halberd", 15, weapon, polearm, none, 2d7 (average 8), two-handed, glow magic, hit roll -1 damage roll 3 , equipped by a palace guard
The Ghoul Forest, "a fancy halberd", 15, weapon, polearm, none, 2d7 (average 8), two-handed, glow magic, hit roll -1 damage roll 3 , equipped by The Jaded Knight
The Ghoul Forest, "a jade breastplate", 16, armor, none, torso, 6/6/6/0, none, magic, dexterity 1 , equipped by The Jaded Knight
The Ghoul Forest, "a jade girth", 16, armor, none, waist, 6/5/6/1, none, magic, saves -1 damage roll 1 , equipped by The Jaded Knight
The Ghoul Forest, "a very heavy maul", 16, weapon, mace, none, 3d5 (average 9), two-handed, none, , equipped by a giant gladiator
The Ghoul Forest, "a steel whip", 20, weapon, whip, none, 3d6 (average 10), none, glow evil magic anti-good, damage roll 2 hit roll 2 , equipped by the pit boss
The Ghoul Forest, "a large iron key", 0, key, none, none, none, none, none, , inventory of the pit boss
The Ghoul Forest, "an old broadsword", 15, weapon, sword, none, 2d7 (average 8), none, glow magic, damage roll 2 , equipped by a minotaur captain
The Ghoul Forest, "a bronze helmet", 20, armor, none, head, 7/7/7/2, none, glow magic, strength 1 , equipped by a captive Ofcol cityguard
The Ghoul Forest, "a bronze bracer", 20, jewelry, none, wrist, none, none, magic, damage roll 2 , equipped by a captive Ofcol cityguard
The Ghoul Forest, "a short thick dagger", 17, weapon, dagger, none, 2d8 (average 9), none, magic, strength 1 , equipped by a captive Ofcol cityguard
The Ghoul Forest, "a double bladed dagger", 22, weapon, dagger, none, 3d7 (average 12), none, magic, damage roll 2 armor class -4 , equipped by an elite palace guard
The Ghoul Forest, "a double bladed dagger", 22, weapon, dagger, none, 3d7 (average 12), none, magic, damage roll 2 armor class -4 , equipped by an elite palace guard
The Ghoul Forest, "a fist-sized emerald", 0, gem, none, none, none, none, none, , inventory of the Lord of Decadence
The Ghoul Forest, "a well polished cleaver", 19, weapon, axe, none, 4d4 (average 10), none, evil magic anti-good anti-neutral, , equipped by the cook
The Ghoul Forest, "the Eye of the Serpent", 0, warp_stone, none, hold, none, none, glow, , inventory of the serpent of greed
The Ghoul Forest, "pile of fur and bones", 0, container, none, none, none, none, none, , in room a small, smelly cave
The Ghoul Forest, "A weasel's tooth", 13, weapon, dagger, none, 2d7 (average 8), none, none, , in container pile of fur and bones
The Ghoul Forest, "a gaping mouth", 0, container, none, none, none, none, none, , in room Hall of Lunacy
The Ghoul Forest, "a green key", 0, key, none, none, none, none, none, , in container a gaping mouth
The Ghoul Forest, "an ornate jewelry box", 0, container, none, none, none, none, none, , in room A fancy room in the Blue Perch
The Ghoul Forest, "a jade pendant", 0, jewelry, none, neck, none, none, none, , in container an ornate jewelry box
The Ghoul Forest, "a small black key", 0, key, none, none, none, none, none, , inventory of a howling lunatic
The Ghoul Forest, "rage of the lunatic", 8, weapon, sword, none, 2d6 (average 7), stun, none, strength 1 , equipped by a howling lunatic
The Ghoul Forest, "a {YG{Wl{Ya{Wd{Yi{Wa{Yt{Wo{Yr{x's Sword", 35, weapon, sword, none, 3d10 (average 16), sharp poison, hum invis magic nodrop noremove no_locate noidentify, saves -3 charisma 1 endurance 1 strength 1 , inventory of a troll gladiator
Lycanthropia, "a manor house key", 1, room_key, none, hold, none, none, rot_death, , equipped by a weretiger
Lycanthropia, "a table leg", 34, weapon, mace, none, 4d7 (average 16), poison, none, constitution 2 , equipped by Pooh the were-bear
Lycanthropia, "a portable hole", 14, container, none, neck, none, none, anti-evil burn_proof, dexterity -1 armor class -4 , equipped by a werebadger
Lycanthropia, "the Beacon of Inspiration", 12, light, none, none, none, none, glow magic, intelligence 1 , equipped by Lady Foxy
Lycanthropia, "a manor house key", 1, room_key, none, hold, none, none, rot_death, , equipped by Lady Foxy
Lycanthropia, "a desk key", 1, key, none, hold, none, none, rot_death, , equipped by Lord Boarish
Lycanthropia, "an old looking key", 1, key, none, hold, none, none, rot_death, , equipped by a wereshark
Lycanthropia, "a fireplace", 0, container, none, none, none, none, nopurge no_locate burn_proof, , in room Upstairs at The Grunting Wereboar Tavern
Lycanthropia, "a log", 0, light, none, none, none, none, none, , in container a fireplace
Lycanthropia, "the cupboard", 1, container, none, none, none, none, nopurge no_locate burn_proof, , in room Kitchen
Lycanthropia, "the desk", 0, container, none, none, none, none, nopurge no_locate burn_proof, , in room Lord Boarish's Office
Lycanthropia, "an oddly glowing key", 1, key, none, hold, none, none, glow rot_death, , in container the desk
Lycanthropia, "a bottle of red wine", 0, drink, none, hold, none, none, bless, , in room Wine Cellar
Lycanthropia, "a bottle of elven wine", 0, drink, none, hold, none, none, bless, , in room Wine Cellar
Lycanthropia, "a rotting wooden chest", 0, container, none, none, none, none, nopurge no_locate burn_proof, , in room Rocky Shelf
Lycanthropia, "reinforced chainmail chausses", 30, armor, none, legs, 8/8/8/2, none, none, dexterity -1 damage roll 2 , in container a rotting wooden chest
Lycanthropia, "a ring of flying", 25, jewelry, none, finger, none, none, glow magic, damage roll -5 armor class -2 none 0 , in room Lord Boarish's Treasure Room
Lycanthropia, "a {Rruby{x", 0, gem, none, hold, none, none, sell_extract, , in room Lord Boarish's Treasure Room
Lycanthropia, "an {gemerald{x", 0, gem, none, hold, none, none, sell_extract, , in room Lord Boarish's Treasure Room
Lycanthropia, "a bag", 0, container, none, none, none, none, none, , in room Handel's Study
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a Musical Note", 1, pill, none, none, none, none, none, , in container a bag
Lycanthropia, "a brilliant sapphire", 0, gem, none, hold, none, none, magic, , in container a bag
Lycanthropia, "a brilliant sapphire", 0, gem, none, hold, none, none, magic, , in container a bag
Lycanthropia, "a precious fire opal", 0, warp_stone, none, hold, none, none, no_locate, , in container a bag
Lycanthropia, "a precious fire opal", 0, warp_stone, none, hold, none, none, no_locate, , in container a bag
Lycanthropia, "an onyx gemstone", 1, gem, none, none, none, none, none, , in container a bag
Lycanthropia, "a {rgarnet{x", 0, gem, none, hold, none, none, sell_extract, , in container a bag
